,Customer ID,Usia,Gender,ID Pembelian,Jenis Produk,Transaksi,Waktu Pembelian,Jenis Pengiriman,Metode Pembayaran,Feedback
257,ID0892,19,Pria,SPXID00285,Sport,"Rp 517.000,-",02-05-2023,Express,Transfer,*****
258,ID0600,37,Pria,SPXID45724,Food,"Rp 352.000,-",15-10-2025,Next Day,COD,*****
259,ID0925,32,Wanita,SPXID00907,Food,"Rp 381.000,-",01-07-2024,Reguler,Cash,***
260,ID0350,38,Wanita,SPXID37628,Food,"Rp 620.000,-",04-06-2023,Express,Transfer,**
261,ID0461,27,Pria,SPXID11855,Home,"Rp 476.000,-",08-10-2023,Express,Ngutang,***
262,ID0590,19,Pria,SPXID17113,Food,"Rp 240.000,-",25-09-2024,Express,Ngutang,****
263,ID0678,29,Pria,SPXID19944,Food,"Rp 418.000,-",01-05-2023,Next Day,Transfer,****
264,ID0981,57,Wanita,SPXID40556,Sport,"Rp 913.000,-",01-08-2025,Next Day,COD,*
265,ID0526,23,Wanita,SPXID32492,Sport,"Rp 547.000,-",07-08-2023,Next Day,Cash,**
266,ID0741,22,Wanita,SPXID34341,Food,"Rp 642.000,-",11-08-2025,Reguler,Transfer,**
267,ID0538,40,Wanita,SPXID45728,Home,"Rp 461.000,-",20-03-2024,Express,Transfer,***
268,ID0370,59,Pria,SPXID39009,Sport,"Rp 85.000,-",14-09-2025,Reguler,COD,*****
269,ID0487,48,Wanita,SPXID13268,Electronics,"Rp 937.000,-",26-11-2023,Reguler,Ngutang,**
270,ID0711,26,Pria,SPXID44662,Fashion,"Rp 378.000,-",04-02-2023,Express,COD,***
271,ID0242,24,Pria,SPXID48198,Fashion,"Rp 811.000,-",18-01-2023,Hemat,Cash,****
272,ID0160,38,Pria,SPXID38664,Home,"Rp 120.000,-",03-09-2024,Hemat,COD,*
273,ID0974,45,Wanita,SPXID39593,Sport,"Rp 876.000,-",01-02-2024,Express,COD,*****
274,ID0722,23,Pria,SPXID27260,Home,"Rp 631.000,-",14-04-2024,Next Day,Ngutang,****
275,ID0997,43,Wanita,SPXID16225,Sport,"Rp 759.000,-",27-04-2024,Next Day,Ngutang,***
276,ID0809,42,Pria,SPXID25054,Sport,"Rp 26.000,-",18-07-2025,Hemat,Ngutang,***
277,ID0717,25,Pria,SPXID49353,Fashion,"Rp 387.000,-",03-06-2025,Hemat,Transfer,*****
278,ID0366,34,Wanita,SPXID26640,Sport,"Rp 531.000,-",25-01-2024,Reguler,Ngutang,****
279,ID0363,35,Wanita,SPXID34059,Electronics,"Rp 602.000,-",01-08-2023,Next Day,Cash,**
280,ID0599,56,Pria,SPXID28034,Electronics,"Rp 608.000,-",04-09-2023,Next Day,COD,*
281,ID0205,37,Pria,SPXID40460,Home,"Rp 113.000,-",20-07-2024,Express,Transfer,***
282,ID0583,43,Wanita,SPXID05893,Food,"Rp 929.000,-",02-04-2024,Hemat,Cash,*****
283,ID0500,46,Pria,SPXID02721,Electronics,"Rp 690.000,-",28-07-2023,Hemat,Cash,****
284,ID0019,51,Wanita,SPXID16334,Home,"Rp 49.000,-",20-02-2024,Hemat,Ngutang,*****
285,ID0650,20,Wanita,SPXID15467,Sport,"Rp 110.000,-",23-07-2024,Next Day,Transfer,**
286,ID0800,34,Wanita,SPXID16652,Food,"Rp 627.000,-",26-11-2025,Reguler,Ngutang,***
287,ID0276,29,Wanita,SPXID33098,Electronics,"Rp 65.000,-",25-06-2025,Hemat,COD,**
288,ID0219,30,Wanita,SPXID28202,Home,"Rp 122.000,-",09-07-2025,Reguler,Transfer,****
289,ID0702,42,Wanita,SPXID06832,Fashion,"Rp 584.000,-",22-09-2023,Reguler,Ngutang,*****
290,ID0474,50,Pria,SPXID04370,Electronics,"Rp 501.000,-",16-07-2025,Next Day,COD,***
291,ID0557,38,Pria,SPXID23176,Home,"Rp 551.000,-",05-01-2023,Express,COD,*****
292,ID0519,60,Wanita,SPXID49556,Electronics,"Rp 592.000,-",23-09-2024,Express,COD,*****
293,ID0918,56,Pria,SPXID39236,Home,"Rp 922.000,-",04-04-2025,Next Day,Ngutang,**
294,ID0924,34,Pria,SPXID23283,Fashion,"Rp 931.000,-",05-03-2024,Next Day,COD,***
295,ID0715,43,Pria,SPXID42974,Sport,"Rp 444.000,-",13-04-2023,Next Day,Ngutang,****
296,ID0207,44,Pria,SPXID26297,Electronics,"Rp 377.000,-",25-03-2023,Next Day,Cash,**
297,ID0927,52,Pria,SPXID01832,Sport,"Rp 718.000,-",07-08-2023,Express,Ngutang,*
298,ID0520,56,Wanita,SPXID49733,Home,"Rp 96.000,-",14-08-2023,Express,Cash,****
299,ID0024,60,Pria,SPXID32251,Fashion,"Rp 368.000,-",19-10-2025,Express,Ngutang,**
300,ID0265,53,Wanita,SPXID26168,Food,"Rp 884.000,-",13-03-2025,Reguler,Ngutang,****
301,ID0379,60,Wanita,SPXID18393,Fashion,"Rp 561.000,-",26-02-2024,Hemat,Transfer,*****
302,ID0858,50,Wanita,SPXID24334,Electronics,"Rp 731.000,-",09-02-2023,Hemat,COD,*
303,ID0594,52,Pria,SPXID11819,Electronics,"Rp 430.000,-",12-06-2024,Reguler,Ngutang,***
304,ID0565,37,Wanita,SPXID09262,Electronics,"Rp 585.000,-",13-10-2023,Next Day,Ngutang,*****
305,ID0360,43,Wanita,SPXID24141,Fashion,"Rp 81.000,-",19-02-2024,Express,Ngutang,****
306,ID0948,27,Pria,SPXID14936,Electronics,"Rp 876.000,-",16-01-2024,Next Day,Transfer,*****
307,ID0276,50,Pria,SPXID26699,Sport,"Rp 645.000,-",27-07-2024,Reguler,COD,*****
308,ID0415,20,Wanita,SPXID21613,Food,"Rp 754.000,-",22-06-2023,Reguler,Cash,***
309,ID0172,43,Wanita,SPXID12683,Food,"Rp 527.000,-",04-02-2023,Reguler,Transfer,*
310,ID0167,23,Wanita,SPXID24343,Electronics,"Rp 766.000,-",12-01-2025,Hemat,COD,**
311,ID0795,44,Pria,SPXID00454,Home,"Rp 934.000,-",26-06-2025,Hemat,Transfer,**
312,ID0909,42,Pria,SPXID45914,Sport,"Rp 90.000,-",10-10-2025,Express,Transfer,***
313,ID0579,22,Wanita,SPXID41879,Sport,"Rp 12.000,-",05-02-2024,Hemat,Ngutang,*
314,ID0597,56,Pria,SPXID03478,Electronics,"Rp 817.000,-",15-02-2023,Reguler,COD,*
315,ID0892,24,Pria,SPXID06043,Fashion,"Rp 106.000,-",16-02-2024,Hemat,Cash,***
316,ID0484,36,Wanita,SPXID35706,Fashion,"Rp 893.000,-",28-08-2023,Next Day,Transfer,*
317,ID0002,29,Wanita,SPXID03251,Home,"Rp 353.000,-",08-11-2023,Hemat,Cash,**
318,ID0666,27,Wanita,SPXID03495,Home,"Rp 736.000,-",04-10-2024,Hemat,Transfer,*****
319,ID0471,40,Wanita,SPXID31080,Electronics,"Rp 560.000,-",20-07-2023,Express,Transfer,****
320,ID0493,59,Pria,SPXID05005,Sport,"Rp 158.000,-",13-07-2023,Express,Transfer,*
321,ID0302,48,Pria,SPXID01858,Home,"Rp 667.000,-",13-03-2024,Reguler,Cash,*
322,ID0501,31,Pria,SPXID30397,Sport,"Rp 552.000,-",14-03-2025,Reguler,COD,****
323,ID0009,22,Pria,SPXID02562,Sport,"Rp 249.000,-",10-01-2024,Next Day,Transfer,*****
324,ID0975,56,Pria,SPXID46627,Fashion,"Rp 699.000,-",09-09-2023,Next Day,COD,*
325,ID0023,54,Wanita,SPXID40971,Fashion,"Rp 684.000,-",16-02-2023,Reguler,COD,*****
326,ID0820,19,Pria,SPXID12311,Fashion,"Rp 513.000,-",17-01-2025,Hemat,Cash,*
327,ID0874,51,Pria,SPXID10734,Food,"Rp 283.000,-",27-03-2024,Express,Transfer,*****
328,ID0521,56,Wanita,SPXID29376,Sport,"Rp 369.000,-",10-10-2024,Hemat,Ngutang,***
329,ID0563,27,Wanita,SPXID25923,Sport,"Rp 138.000,-",01-05-2025,Next Day,Ngutang,***
330,ID0665,58,Pria,SPXID28697,Home,"Rp 327.000,-",02-09-2023,Hemat,COD,****
331,ID0349,37,Pria,SPXID23592,Fashion,"Rp 828.000,-",07-01-2023,Reguler,Cash,**
332,ID0714,18,Pria,SPXID24137,Sport,"Rp 121.000,-",15-03-2024,Reguler,Cash,*
333,ID0390,24,Pria,SPXID10405,Food,"Rp 876.000,-",30-02-2024,Reguler,Ngutang,****
334,ID0373,36,Wanita,SPXID11653,Home,"Rp 727.000,-",19-06-2024,Hemat,Ngutang,*****
335,ID0182,56,Pria,SPXID09527,Food,"Rp 546.000,-",09-09-2023,Express,Transfer,***
336,ID0682,30,Pria,SPXID44368,Electronics,"Rp 671.000,-",20-11-2024,Next Day,Ngutang,****
337,ID0264,18,Wanita,SPXID21227,Electronics,"Rp 194.000,-",08-03-2023,Reguler,COD,****
338,ID0624,50,Wanita,SPXID46652,Electronics,"Rp 406.000,-",05-07-2024,Next Day,Transfer,**
339,ID0633,41,Wanita,SPXID22671,Home,"Rp 733.000,-",14-09-2024,Hemat,Transfer,**
340,ID0650,39,Wanita,SPXID39490,Fashion,"Rp 964.000,-",01-01-2023,Express,COD,****
341,ID0230,46,Pria,SPXID30634,Home,"Rp 503.000,-",02-07-2023,Next Day,COD,***
342,ID0495,18,Wanita,SPXID20732,Home,"Rp 589.000,-",13-10-2023,Next Day,Ngutang,*****
343,ID0438,32,Wanita,SPXID40443,Fashion,"Rp 971.000,-",15-08-2025,Reguler,Ngutang,****
344,ID0333,24,Wanita,SPXID22400,Fashion,"Rp 718.000,-",30-05-2024,Reguler,Cash,**
345,ID0628,28,Pria,SPXID17148,Sport,"Rp 326.000,-",25-08-2025,Express,Transfer,***
346,ID0747,32,Pria,SPXID43853,Electronics,"Rp 189.000,-",08-08-2025,Hemat,Cash,**
347,ID0418,27,Pria,SPXID17716,Food,"Rp 657.000,-",19-05-2023,Express,Cash,*
348,ID0860,55,Wanita,SPXID28371,Sport,"Rp 861.000,-",28-03-2023,Hemat,Transfer,*****
349,ID0617,59,Wanita,SPXID11388,Fashion,"Rp 191.000,-",26-05-2024,Hemat,Transfer,**
350,ID0318,30,Pria,SPXID17246,Food,"Rp 477.000,-",09-03-2023,Hemat,Cash,*
351,ID0365,46,Pria,SPXID38374,Food,"Rp 324.000,-",18-01-2024,Hemat,Transfer,*****
352,ID0249,43,Pria,SPXID17118,Electronics,"Rp 39.000,-",18-02-2023,Hemat,Cash,**
353,ID0554,49,Wanita,SPXID48646,Home,"Rp 699.000,-",24-05-2025,Hemat,Ngutang,***
354,ID0166,37,Wanita,SPXID26027,Sport,"Rp 860.000,-",24-09-2025,Express,Ngutang,*****
355,ID0146,23,Pria,SPXID49019,Home,"Rp 751.000,-",17-10-2024,Next Day,Cash,*****
356,ID0174,38,Wanita,SPXID44795,Sport,"Rp 357.000,-",09-01-2024,Express,Cash,*****
357,ID0790,43,Wanita,SPXID34885,Food,"Rp 248.000,-",05-11-2024,Reguler,Cash,*
358,ID0179,43,Wanita,SPXID25342,Food,"Rp 54.000,-",08-04-2025,Next Day,COD,*
359,ID0656,45,Pria,SPXID45921,Electronics,"Rp 593.000,-",30-08-2024,Next Day,Transfer,**
360,ID0679,48,Wanita,SPXID02899,Sport,"Rp 79.000,-",11-05-2024,Hemat,Cash,*****
361,ID0314,37,Wanita,SPXID16987,Sport,"Rp 85.000,-",03-03-2024,Express,Cash,****
362,ID0439,34,Wanita,SPXID06732,Food,"Rp 687.000,-",13-11-2023,Reguler,Cash,****
363,ID0700,50,Wanita,SPXID47153,Sport,"Rp 584.000,-",17-06-2024,Hemat,COD,*
364,ID0541,57,Pria,SPXID50087,Sport,"Rp 20.000,-",15-04-2025,Reguler,Ngutang,**
365,ID0246,39,Wanita,SPXID08437,Electronics,"Rp 287.000,-",21-07-2024,Express,Ngutang,***
366,ID0037,43,Wanita,SPXID14259,Sport,"Rp 51.000,-",14-05-2025,Express,Transfer,*
367,ID0462,33,Wanita,SPXID46697,Home,"Rp 486.000,-",11-07-2023,Reguler,Transfer,*****
368,ID0225,43,Wanita,SPXID29474,Food,"Rp 692.000,-",30-07-2025,Next Day,COD,****
369,ID0139,40,Pria,SPXID35166,Sport,"Rp 401.000,-",11-02-2023,Express,Transfer,*****
370,ID0129,30,Wanita,SPXID36110,Home,"Rp 95.000,-",11-04-2025,Express,COD,***
371,ID0705,23,Wanita,SPXID30299,Fashion,"Rp 137.000,-",01-03-2023,Next Day,Transfer,****
372,ID0018,60,Pria,SPXID02769,Sport,"Rp 758.000,-",28-07-2024,Hemat,Cash,***
373,ID0120,19,Wanita,SPXID29721,Fashion,"Rp 885.000,-",28-02-2024,Express,COD,****
374,ID0030,31,Pria,SPXID08556,Home,"Rp 631.000,-",04-07-2024,Reguler,Cash,*
375,ID0154,36,Wanita,SPXID48352,Home,"Rp 393.000,-",03-07-2023,Reguler,Ngutang,**
376,ID0462,35,Wanita,SPXID43504,Home,"Rp 41.000,-",08-04-2024,Next Day,Transfer,*****
377,ID0329,48,Pria,SPXID37708,Electronics,"Rp 510.000,-",25-07-2025,Next Day,Cash,**
378,ID0842,36,Wanita,SPXID38030,Fashion,"Rp 795.000,-",21-04-2025,Hemat,COD,*****
379,ID0006,31,Wanita,SPXID26823,Home,"Rp 562.000,-",18-07-2024,Hemat,COD,***
380,ID0201,32,Wanita,SPXID00314,Sport,"Rp 869.000,-",02-04-2024,Express,Transfer,***
381,ID0218,59,Wanita,SPXID39650,Electronics,"Rp 391.000,-",17-02-2025,Next Day,Ngutang,**
382,ID0482,25,Pria,SPXID42162,Home,"Rp 20.000,-",19-08-2023,Express,Ngutang,***
383,ID0819,44,Pria,SPXID41662,Home,"Rp 142.000,-",08-09-2025,Hemat,COD,**
384,ID0012,26,Pria,SPXID46679,Fashion,"Rp 746.000,-",29-02-2025,Hemat,Transfer,*****
385,ID0657,60,Wanita,SPXID35252,Fashion,"Rp 488.000,-",01-06-2023,Next Day,Cash,***
386,ID0446,37,Pria,SPXID49364,Food,"Rp 249.000,-",20-08-2023,Hemat,Cash,*****
387,ID0314,20,Pria,SPXID38487,Food,"Rp 250.000,-",17-02-2025,Reguler,COD,**
388,ID0523,50,Pria,SPXID28075,Food,"Rp 675.000,-",21-03-2025,Hemat,Cash,***
389,ID0642,58,Pria,SPXID06655,Home,"Rp 578.000,-",08-01-2025,Next Day,COD,**
390,ID0300,26,Pria,SPXID29517,Sport,"Rp 250.000,-",26-06-2023,Express,Cash,***
391,ID0640,52,Wanita,SPXID40909,Fashion,"Rp 934.000,-",27-03-2023,Hemat,Ngutang,**
392,ID0121,48,Pria,SPXID43621,Food,"Rp 440.000,-",17-06-2025,Next Day,Ngutang,**
393,ID0123,52,Pria,SPXID39605,Food,"Rp 839.000,-",28-11-2024,Next Day,Transfer,**
394,ID0549,53,Pria,SPXID04308,Sport,"Rp 781.000,-",05-11-2024,Next Day,Cash,****
395,ID0018,19,Pria,SPXID48011,Electronics,"Rp 166.000,-",13-03-2023,Hemat,Transfer,***
396,ID0644,25,Pria,SPXID32647,Electronics,"Rp 399.000,-",06-05-2024,Reguler,Cash,*
397,ID0820,42,Wanita,SPXID12345,Electronics,"Rp 596.000,-",18-07-2025,Reguler,Transfer,*
398,ID0600,35,Wanita,SPXID42916,Fashion,"Rp 955.000,-",01-05-2025,Next Day,Cash,***
399,ID0893,40,Pria,SPXID45554,Electronics,"Rp 337.000,-",14-02-2023,Hemat,COD,**
400,ID0939,59,Pria,SPXID16262,Electronics,"Rp 756.000,-",06-10-2025,Reguler,COD,***
401,ID0532,52,Wanita,SPXID34058,Electronics,"Rp 470.000,-",14-01-2024,Hemat,Ngutang,*****
402,ID0988,18,Wanita,SPXID43890,Sport,"Rp 688.000,-",30-02-2025,Hemat,Transfer,*****
403,ID0415,24,Pria,SPXID06142,Sport,"Rp 546.000,-",02-09-2023,Hemat,Transfer,***
404,ID0687,42,Pria,SPXID15085,Food,"Rp 915.000,-",27-10-2024,Express,Cash,****
405,ID0445,37,Wanita,SPXID10690,Sport,"Rp 158.000,-",01-10-2025,Express,COD,***
406,ID0853,52,Wanita,SPXID07395,Fashion,"Rp 161.000,-",17-01-2025,Express,Cash,**
407,ID0890,51,Wanita,SPXID07320,Food,"Rp 57.000,-",22-05-2023,Reguler,COD,****
408,ID0682,18,Wanita,SPXID05551,Food,"Rp 135.000,-",28-08-2025,Reguler,Transfer,****
409,ID0254,18,Pria,SPXID15199,Sport,"Rp 879.000,-",24-11-2025,Hemat,Cash,*
410,ID0979,29,Wanita,SPXID30980,Fashion,"Rp 416.000,-",11-07-2023,Hemat,COD,****
411,ID0466,53,Wanita,SPXID04632,Electronics,"Rp 350.000,-",25-01-2024,Express,Ngutang,*****
412,ID0506,45,Pria,SPXID37486,Electronics,"Rp 909.000,-",17-02-2023,Hemat,Ngutang,*****
413,ID0500,42,Wanita,SPXID33283,Fashion,"Rp 592.000,-",15-09-2025,Express,Cash,**
414,ID0745,28,Pria,SPXID25045,Fashion,"Rp 242.000,-",25-06-2025,Reguler,COD,****
415,ID0494,30,Wanita,SPXID35992,Home,"Rp 784.000,-",20-08-2023,Express,Cash,*
416,ID0576,22,Pria,SPXID00841,Sport,"Rp 91.000,-",11-10-2024,Next Day,COD,****
417,ID0037,40,Wanita,SPXID04161,Home,"Rp 266.000,-",04-02-2024,Hemat,Cash,****
418,ID0676,31,Wanita,SPXID25494,Fashion,"Rp 557.000,-",22-07-2023,Hemat,Cash,**
419,ID0486,22,Pria,SPXID36614,Fashion,"Rp 729.000,-",16-01-2024,Next Day,Ngutang,**
420,ID0748,53,Wanita,SPXID02245,Home,"Rp 398.000,-",21-11-2025,Reguler,COD,****
421,ID0304,44,Wanita,SPXID11471,Food,"Rp 416.000,-",04-11-2025,Express,Ngutang,*
422,ID0459,50,Wanita,SPXID16625,Electronics,"Rp 192.000,-",05-06-2024,Next Day,COD,*****
423,ID0517,54,Pria,SPXID29033,Sport,"Rp 362.000,-",16-07-2024,Express,Ngutang,**
424,ID0046,32,Wanita,SPXID21243,Food,"Rp 441.000,-",22-10-2024,Express,Ngutang,**
425,ID0512,35,Wanita,SPXID12356,Home,"Rp 363.000,-",12-10-2025,Next Day,Cash,***
426,ID0633,47,Wanita,SPXID05159,Fashion,"Rp 583.000,-",25-03-2024,Next Day,Ngutang,**
427,ID0368,55,Wanita,SPXID25644,Food,"Rp 725.000,-",28-10-2024,Express,COD,*
428,ID0812,51,Wanita,SPXID38334,Food,"Rp 859.000,-",23-10-2024,Hemat,Ngutang,**
429,ID0689,45,Wanita,SPXID31832,Food,"Rp 265.000,-",21-10-2024,Reguler,COD,***
430,ID0126,19,Pria,SPXID03697,Food,"Rp 831.000,-",26-04-2024,Reguler,COD,*****
431,ID0671,59,Wanita,SPXID32304,Sport,"Rp 377.000,-",20-03-2024,Express,Transfer,*
432,ID0546,41,Wanita,SPXID18184,Food,"Rp 389.000,-",28-06-2025,Reguler,Cash,**
433,ID0943,41,Pria,SPXID12159,Sport,"Rp 711.000,-",06-11-2023,Reguler,COD,**
434,ID0859,28,Pria,SPXID43976,Food,"Rp 864.000,-",07-07-2024,Next Day,Transfer,****
435,ID0123,42,Wanita,SPXID38642,Sport,"Rp 456.000,-",21-08-2023,Hemat,COD,***
436,ID0797,55,Pria,SPXID28795,Food,"Rp 766.000,-",02-06-2023,Reguler,Ngutang,*
437,ID0162,35,Wanita,SPXID39561,Electronics,"Rp 20.000,-",30-07-2024,Next Day,Transfer,*
438,ID0545,21,Wanita,SPXID44368,Home,"Rp 817.000,-",05-02-2024,Express,Transfer,**
439,ID0348,56,Wanita,SPXID46573,Electronics,"Rp 612.000,-",22-11-2025,Express,COD,*****
440,ID0915,40,Pria,SPXID09060,Electronics,"Rp 636.000,-",20-03-2025,Express,COD,**
441,ID0434,26,Pria,SPXID11347,Fashion,"Rp 534.000,-",13-03-2023,Reguler,COD,*
442,ID0019,29,Wanita,SPXID36563,Home,"Rp 862.000,-",22-11-2024,Hemat,Cash,*
443,ID0625,33,Pria,SPXID08358,Food,"Rp 884.000,-",19-10-2025,Hemat,COD,*****
444,ID0085,25,Wanita,SPXID36380,Fashion,"Rp 543.000,-",28-01-2024,Express,Transfer,*
445,ID0173,22,Pria,SPXID46408,Sport,"Rp 976.000,-",16-05-2023,Hemat,Cash,**
446,ID0235,30,Pria,SPXID35744,Home,"Rp 657.000,-",04-09-2025,Next Day,Transfer,****
447,ID0393,33,Wanita,SPXID18674,Home,"Rp 831.000,-",24-07-2025,Express,COD,***
448,ID0574,50,Wanita,SPXID05618,Home,"Rp 467.000,-",19-11-2023,Express,Transfer,****
449,ID0662,60,Pria,SPXID48177,Sport,"Rp 436.000,-",02-11-2024,Express,Ngutang,*
450,ID0820,35,Wanita,SPXID48718,Sport,"Rp 825.000,-",12-01-2024,Express,COD,****
451,ID0288,23,Pria,SPXID26537,Electronics,"Rp 42.000,-",08-05-2024,Express,Transfer,**
452,ID0280,38,Wanita,SPXID19126,Electronics,"Rp 863.000,-",15-11-2024,Express,Ngutang,***
453,ID0118,55,Pria,SPXID44484,Food,"Rp 959.000,-",19-10-2025,Hemat,Ngutang,*
454,ID0441,28,Wanita,SPXID28322,Home,"Rp 531.000,-",13-06-2024,Express,Transfer,***
455,ID0334,47,Wanita,SPXID24066,Electronics,"Rp 276.000,-",22-05-2023,Next Day,COD,*****
456,ID0155,35,Pria,SPXID02111,Sport,"Rp 413.000,-",03-03-2023,Hemat,Transfer,****
457,ID0552,23,Pria,SPXID47352,Food,"Rp 331.000,-",05-10-2023,Reguler,Cash,*****
458,ID0902,46,Pria,SPXID46925,Sport,"Rp 425.000,-",21-11-2023,Reguler,COD,*****
459,ID0229,28,Wanita,SPXID38636,Home,"Rp 302.000,-",09-11-2025,Express,Cash,***
460,ID0632,42,Wanita,SPXID20723,Fashion,"Rp 147.000,-",24-11-2023,Next Day,Ngutang,*****
461,ID0928,39,Pria,SPXID38598,Fashion,"Rp 318.000,-",27-01-2025,Next Day,Ngutang,****
462,ID0384,52,Pria,SPXID30794,Electronics,"Rp 534.000,-",08-05-2025,Express,Transfer,*****
463,ID0683,40,Pria,SPXID11264,Food,"Rp 627.000,-",04-07-2025,Express,Ngutang,****
464,ID0425,33,Wanita,SPXID17163,Food,"Rp 402.000,-",13-07-2024,Reguler,COD,***
465,ID0848,46,Wanita,SPXID36572,Sport,"Rp 784.000,-",23-09-2025,Reguler,Cash,****
466,ID0167,54,Wanita,SPXID21003,Food,"Rp 221.000,-",10-02-2025,Reguler,Cash,*
467,ID0822,21,Pria,SPXID36728,Sport,"Rp 855.000,-",04-01-2023,Hemat,Transfer,***
468,ID0192,41,Wanita,SPXID31364,Electronics,"Rp 149.000,-",06-05-2025,Hemat,Transfer,*
469,ID0739,27,Wanita,SPXID47029,Sport,"Rp 110.000,-",29-09-2024,Next Day,Transfer,*
470,ID0366,26,Wanita,SPXID26807,Home,"Rp 124.000,-",18-11-2023,Hemat,COD,*
471,ID0171,31,Pria,SPXID19492,Electronics,"Rp 543.000,-",16-01-2023,Hemat,Ngutang,****
472,ID0803,36,Wanita,SPXID31589,Food,"Rp 859.000,-",29-09-2025,Hemat,Ngutang,*
473,ID0854,18,Wanita,SPXID25511,Home,"Rp 108.000,-",01-11-2025,Express,Ngutang,**
474,ID0499,19,Wanita,SPXID23304,Fashion,"Rp 457.000,-",20-07-2024,Reguler,Ngutang,*****
475,ID0267,38,Pria,SPXID11282,Home,"Rp 507.000,-",23-02-2024,Next Day,Transfer,*****
476,ID0153,25,Pria,SPXID31476,Electronics,"Rp 50.000,-",30-01-2023,Reguler,Ngutang,*****
477,ID0187,46,Pria,SPXID23445,Fashion,"Rp 668.000,-",29-09-2025,Reguler,COD,*****
478,ID0437,31,Pria,SPXID31338,Electronics,"Rp 238.000,-",13-03-2025,Next Day,Cash,*
479,ID0070,20,Pria,SPXID04703,Home,"Rp 711.000,-",08-05-2023,Reguler,Transfer,*
480,ID0070,21,Pria,SPXID09234,Electronics,"Rp 289.000,-",30-02-2024,Hemat,Cash,*****
481,ID0705,29,Wanita,SPXID30168,Electronics,"Rp 439.000,-",13-08-2025,Reguler,Transfer,*****
482,ID0647,42,Wanita,SPXID19612,Home,"Rp 668.000,-",18-08-2023,Express,COD,**
483,ID0317,28,Wanita,SPXID21186,Food,"Rp 506.000,-",04-05-2025,Reguler,Cash,*****
484,ID0070,58,Wanita,SPXID09145,Sport,"Rp 498.000,-",15-02-2023,Express,COD,****
485,ID0616,35,Wanita,SPXID21630,Sport,"Rp 579.000,-",23-07-2024,Express,Transfer,**
486,ID0496,19,Wanita,SPXID38470,Food,"Rp 463.000,-",13-02-2025,Express,Transfer,****
487,ID0287,26,Pria,SPXID24921,Home,"Rp 598.000,-",05-03-2023,Express,Cash,***
488,ID0345,50,Pria,SPXID25428,Food,"Rp 277.000,-",13-07-2023,Next Day,Ngutang,***
489,ID0429,23,Pria,SPXID11477,Electronics,"Rp 142.000,-",11-06-2024,Express,Transfer,*****
490,ID0681,45,Pria,SPXID06285,Food,"Rp 530.000,-",28-11-2024,Reguler,Cash,**
491,ID0584,21,Wanita,SPXID11831,Home,"Rp 540.000,-",15-03-2024,Next Day,Cash,****
492,ID0795,42,Wanita,SPXID02095,Sport,"Rp 256.000,-",21-01-2023,Express,Cash,*****
493,ID0121,46,Pria,SPXID05189,Fashion,"Rp 736.000,-",09-04-2025,Reguler,Ngutang,****
494,ID0135,60,Wanita,SPXID10974,Fashion,"Rp 583.000,-",01-02-2025,Next Day,Cash,****
495,ID0172,56,Wanita,SPXID14302,Electronics,"Rp 618.000,-",14-09-2025,Express,Ngutang,****
496,ID0414,41,Wanita,SPXID33640,Electronics,"Rp 735.000,-",02-10-2025,Hemat,Ngutang,*****
497,ID0050,22,Pria,SPXID05660,Fashion,"Rp 840.000,-",26-03-2025,Express,COD,***
498,ID0658,48,Pria,SPXID40047,Sport,"Rp 394.000,-",16-05-2025,Next Day,Transfer,****
499,ID0344,28,Wanita,SPXID12569,Fashion,"Rp 333.000,-",17-01-2023,Hemat,Cash,***
500,ID0147,42,Wanita,SPXID41584,Fashion,"Rp 214.000,-",11-08-2023,Reguler,Cash,**
501,ID0185,52,Wanita,SPXID49612,Food,"Rp 11.000,-",20-04-2024,Next Day,Ngutang,*
502,ID0267,33,Wanita,SPXID27776,Home,"Rp 774.000,-",09-02-2025,Hemat,COD,**
503,ID0894,30,Wanita,SPXID44378,Fashion,"Rp 299.000,-",23-07-2023,Express,COD,****
504,ID0430,28,Pria,SPXID26308,Food,"Rp 618.000,-",08-07-2024,Hemat,Transfer,*****
505,ID0210,45,Pria,SPXID14735,Sport,"Rp 330.000,-",23-09-2025,Reguler,COD,*
506,ID0902,33,Wanita,SPXID34055,Food,"Rp 638.000,-",10-03-2023,Next Day,COD,****
507,ID0621,39,Wanita,SPXID13982,Fashion,"Rp 988.000,-",18-05-2023,Express,Ngutang,***
508,ID0167,36,Wanita,SPXID33856,Fashion,"Rp 585.000,-",26-04-2023,Next Day,COD,****
509,ID0299,19,Pria,SPXID21332,Fashion,"Rp 834.000,-",28-03-2024,Next Day,Transfer,**
510,ID0080,38,Pria,SPXID19771,Sport,"Rp 161.000,-",28-08-2024,Express,Ngutang,****
511,ID0961,27,Pria,SPXID32342,Electronics,"Rp 628.000,-",13-06-2023,Hemat,Transfer,*
512,ID0799,55,Pria,SPXID27008,Fashion,"Rp 352.000,-",20-03-2023,Hemat,Ngutang,*****
513,ID0542,23,Pria,SPXID43338,Food,"Rp 595.000,-",21-09-2025,Hemat,Cash,**
514,ID0669,24,Wanita,SPXID15628,Electronics,"Rp 468.000,-",03-04-2024,Next Day,Ngutang,*****
515,ID0695,37,Wanita,SPXID30065,Sport,"Rp 575.000,-",10-04-2024,Reguler,Ngutang,*
