,Customer ID,Usia,Gender,ID Pembelian,Jenis Produk,Transaksi,Waktu Pembelian,Jenis Pengiriman,Metode Pembayaran,Feedback
250,ID0712,48,Wanita,SPXID14880,Food,"Rp 189.000,-",02-11-2023,Next Day,COD,★★★
251,ID0735,56,Pria,SPXID23520,Food,"Rp 271.000,-",28-04-2024,Next Day,Transfer,★★
252,ID0749,58,Wanita,SPXID11010,Food,"Rp 318.000,-",11-09-2025,Hemat,Cash,★★
253,ID0336,21,Wanita,SPXID24290,Fashion,"Rp 415.000,-",06-10-2023,Express,Transfer,★★
254,ID0062,37,Pria,SPXID42395,Electronics,"Rp 691.000,-",23-10-2024,Hemat,Cash,★★★
255,ID0050,50,Pria,SPXID24596,Food,"Rp 289.000,-",24-05-2025,Hemat,Cash,★
256,ID0328,39,Pria,SPXID37754,Home,"Rp 561.000,-",11-05-2025,Reguler,COD,★★★
257,ID0758,54,Pria,SPXID50030,Electronics,"Rp 586.000,-",09-08-2025,Express,Transfer,★★★
258,ID0563,56,Pria,SPXID36688,Electronics,"Rp 955.000,-",09-02-2024,Next Day,COD,★★★★
259,ID0117,53,Wanita,SPXID20120,Home,"Rp 481.000,-",28-03-2024,Next Day,Cash,★★★★★
260,ID0633,34,Pria,SPXID12226,Sport,"Rp 695.000,-",02-09-2025,Hemat,COD,★★
261,ID0544,28,Pria,SPXID30554,Food,"Rp 749.000,-",19-04-2023,Express,Transfer,★★★
262,ID0957,50,Pria,SPXID18736,Fashion,"Rp 620.000,-",24-09-2023,Hemat,Ngutang,★★★★
263,ID0472,34,Pria,SPXID25112,Food,"Rp 270.000,-",22-01-2025,Next Day,COD,★★★★
264,ID0245,20,Pria,SPXID26570,Sport,"Rp 769.000,-",17-10-2025,Reguler,COD,★
265,ID0477,42,Wanita,SPXID29181,Electronics,"Rp 912.000,-",13-08-2023,Next Day,Ngutang,★
266,ID0128,20,Pria,SPXID18231,Food,"Rp 240.000,-",14-01-2023,Reguler,COD,★★★
267,ID0163,23,Wanita,SPXID15953,Fashion,"Rp 479.000,-",01-04-2023,Express,Ngutang,★★★★
268,ID0022,57,Wanita,SPXID47999,Fashion,"Rp 539.000,-",22-04-2025,Hemat,Cash,★
269,ID0435,45,Wanita,SPXID31958,Home,"Rp 418.000,-",25-09-2025,Next Day,COD,★
270,ID0982,20,Pria,SPXID23940,Sport,"Rp 228.000,-",13-08-2025,Reguler,Cash,★★★★
271,ID0770,25,Wanita,SPXID05808,Electronics,"Rp 631.000,-",30-04-2025,Next Day,Ngutang,★★★★
272,ID0146,35,Pria,SPXID01485,Fashion,"Rp 903.000,-",18-09-2023,Hemat,Cash,★★
273,ID0518,46,Pria,SPXID11024,Home,"Rp 426.000,-",21-02-2023,Next Day,COD,★★★
274,ID0236,21,Pria,SPXID05823,Food,"Rp 963.000,-",26-09-2023,Next Day,Ngutang,★★★★
275,ID0614,45,Wanita,SPXID43099,Fashion,"Rp 66.000,-",11-01-2023,Reguler,Ngutang,★★★★
276,ID0936,46,Pria,SPXID32836,Electronics,"Rp 159.000,-",28-11-2025,Hemat,Transfer,★★
277,ID0238,31,Pria,SPXID01093,Electronics,"Rp 552.000,-",28-02-2024,Next Day,COD,★★★★★
278,ID0589,18,Pria,SPXID23936,Sport,"Rp 304.000,-",28-03-2025,Hemat,Ngutang,★★★★
279,ID0105,53,Pria,SPXID34976,Home,"Rp 247.000,-",29-02-2024,Next Day,Ngutang,★★
280,ID0690,54,Pria,SPXID47663,Home,"Rp 904.000,-",19-05-2024,Reguler,COD,★★
281,ID0491,58,Pria,SPXID09369,Sport,"Rp 703.000,-",09-01-2023,Express,COD,★★★★
282,ID0745,56,Pria,SPXID14439,Electronics,"Rp 519.000,-",01-02-2025,Hemat,Ngutang,★★★★★
283,ID0425,56,Pria,SPXID16846,Food,"Rp 965.000,-",11-10-2025,Next Day,Transfer,★★
284,ID0851,50,Wanita,SPXID09836,Food,"Rp 371.000,-",11-09-2024,Express,Cash,★
285,ID0073,18,Wanita,SPXID48338,Home,"Rp 548.000,-",28-11-2023,Hemat,Cash,★★★
286,ID0167,47,Wanita,SPXID05948,Home,"Rp 324.000,-",15-08-2025,Express,COD,★
287,ID0906,33,Pria,SPXID31436,Electronics,"Rp 487.000,-",15-10-2024,Hemat,Ngutang,★★
288,ID0773,55,Pria,SPXID25802,Fashion,"Rp 629.000,-",20-11-2025,Reguler,Transfer,★★★
289,ID0089,19,Pria,SPXID37476,Fashion,"Rp 834.000,-",08-11-2025,Next Day,COD,★
290,ID0068,19,Pria,SPXID24205,Electronics,"Rp 673.000,-",20-09-2024,Reguler,Transfer,★
291,ID0447,45,Pria,SPXID21458,Fashion,"Rp 197.000,-",11-10-2024,Next Day,COD,★
292,ID0124,30,Pria,SPXID43199,Electronics,"Rp 555.000,-",27-02-2025,Hemat,Ngutang,★
293,ID0690,43,Wanita,SPXID44061,Home,"Rp 716.000,-",14-05-2025,Express,Cash,★★★★
294,ID0197,24,Pria,SPXID20705,Food,"Rp 460.000,-",28-01-2024,Reguler,COD,★
295,ID0384,21,Pria,SPXID39773,Sport,"Rp 881.000,-",02-08-2023,Hemat,Ngutang,★★★★
296,ID0918,34,Wanita,SPXID40763,Food,"Rp 939.000,-",03-08-2023,Hemat,Transfer,★★★★
297,ID0294,54,Wanita,SPXID34717,Fashion,"Rp 360.000,-",27-02-2024,Express,Transfer,★
298,ID0697,41,Wanita,SPXID01869,Electronics,"Rp 276.000,-",30-10-2023,Express,Transfer,★★
299,ID0513,19,Wanita,SPXID45762,Food,"Rp 90.000,-",22-08-2024,Reguler,Ngutang,★
300,ID0106,21,Wanita,SPXID28048,Home,"Rp 127.000,-",12-07-2024,Express,Transfer,★★★★★
301,ID0246,38,Pria,SPXID44044,Fashion,"Rp 66.000,-",13-04-2024,Reguler,Ngutang,★★★
302,ID0215,28,Wanita,SPXID28643,Fashion,"Rp 585.000,-",27-09-2023,Hemat,Ngutang,★★
303,ID0369,34,Pria,SPXID44777,Food,"Rp 605.000,-",19-04-2025,Next Day,Cash,★
304,ID0413,29,Pria,SPXID42745,Fashion,"Rp 386.000,-",08-05-2025,Express,Transfer,★★★★★
305,ID0804,49,Wanita,SPXID27654,Electronics,"Rp 178.000,-",08-04-2023,Next Day,Cash,★★★★★
306,ID0015,37,Wanita,SPXID14161,Food,"Rp 829.000,-",14-08-2024,Hemat,Ngutang,★★★★★
307,ID0140,22,Pria,SPXID06826,Fashion,"Rp 591.000,-",02-07-2025,Next Day,COD,★★
308,ID0932,49,Pria,SPXID33452,Home,"Rp 199.000,-",12-06-2025,Hemat,Ngutang,★
309,ID0575,28,Wanita,SPXID36582,Fashion,"Rp 495.000,-",17-07-2025,Hemat,Transfer,★★
310,ID0304,36,Pria,SPXID01020,Electronics,"Rp 984.000,-",06-10-2023,Reguler,COD,★
311,ID0695,45,Pria,SPXID09609,Home,"Rp 622.000,-",08-03-2024,Reguler,Cash,★★
312,ID0374,21,Pria,SPXID13915,Fashion,"Rp 249.000,-",25-03-2025,Express,Cash,★★
313,ID0091,29,Wanita,SPXID37837,Fashion,"Rp 375.000,-",27-11-2025,Express,Cash,★★
314,ID0721,26,Pria,SPXID10544,Electronics,"Rp 533.000,-",28-04-2025,Reguler,COD,★★
315,ID0844,36,Pria,SPXID26360,Food,"Rp 831.000,-",22-03-2024,Reguler,Cash,★★★★
316,ID0913,28,Pria,SPXID12059,Sport,"Rp 944.000,-",06-04-2023,Reguler,Transfer,★★★★
317,ID0317,30,Pria,SPXID42036,Home,"Rp 249.000,-",02-09-2023,Reguler,Ngutang,★★
318,ID0761,50,Wanita,SPXID08382,Fashion,"Rp 149.000,-",04-10-2023,Hemat,Cash,★★★
319,ID0051,26,Pria,SPXID40633,Home,"Rp 802.000,-",06-01-2023,Hemat,Transfer,★★★★
320,ID0568,45,Pria,SPXID48674,Fashion,"Rp 862.000,-",22-08-2025,Next Day,COD,★★★★
321,ID0649,34,Wanita,SPXID39414,Home,"Rp 88.000,-",25-05-2025,Express,Transfer,★★★★
322,ID0072,25,Pria,SPXID48035,Food,"Rp 606.000,-",08-01-2025,Express,COD,★★★★
323,ID0334,41,Wanita,SPXID32828,Fashion,"Rp 911.000,-",11-09-2024,Next Day,Ngutang,★
324,ID0245,45,Pria,SPXID45864,Food,"Rp 667.000,-",19-02-2023,Express,Ngutang,★★★
325,ID0744,35,Wanita,SPXID50334,Food,"Rp 491.000,-",15-02-2024,Reguler,Transfer,★★★
326,ID0063,41,Pria,SPXID12678,Food,"Rp 134.000,-",13-01-2024,Next Day,Transfer,★★★★★
327,ID0054,19,Pria,SPXID14754,Food,"Rp 645.000,-",12-03-2024,Reguler,COD,★★★★
328,ID0802,40,Wanita,SPXID06307,Food,"Rp 315.000,-",29-03-2024,Hemat,Transfer,★
329,ID0820,25,Pria,SPXID25730,Sport,"Rp 946.000,-",04-10-2023,Next Day,Ngutang,★
330,ID0012,19,Wanita,SPXID49389,Home,"Rp 839.000,-",27-06-2023,Hemat,Transfer,★★★
331,ID0324,25,Pria,SPXID12024,Home,"Rp 150.000,-",10-02-2024,Next Day,Ngutang,★
332,ID0254,48,Wanita,SPXID31052,Sport,"Rp 799.000,-",13-09-2024,Next Day,COD,★★★★
333,ID0620,53,Wanita,SPXID06284,Food,"Rp 89.000,-",09-05-2024,Express,Cash,★★★★
334,ID0562,30,Wanita,SPXID31402,Fashion,"Rp 721.000,-",09-02-2025,Next Day,COD,★★★★★
335,ID0659,37,Wanita,SPXID24244,Sport,"Rp 445.000,-",09-05-2023,Hemat,Ngutang,★
336,ID0934,18,Wanita,SPXID13384,Fashion,"Rp 817.000,-",03-07-2023,Next Day,Transfer,★
337,ID0950,38,Wanita,SPXID34022,Electronics,"Rp 397.000,-",24-08-2025,Next Day,COD,★★
338,ID0826,26,Wanita,SPXID16555,Sport,"Rp 594.000,-",26-09-2023,Reguler,Cash,★★
339,ID0678,44,Pria,SPXID27829,Home,"Rp 872.000,-",28-09-2024,Next Day,Cash,★★
340,ID0642,28,Wanita,SPXID04361,Electronics,"Rp 350.000,-",30-07-2024,Hemat,Transfer,★
341,ID0266,48,Pria,SPXID01777,Fashion,"Rp 843.000,-",11-02-2023,Reguler,Transfer,★★★
342,ID0088,20,Pria,SPXID36428,Home,"Rp 160.000,-",27-08-2025,Reguler,Ngutang,★★★★★
343,ID0740,57,Wanita,SPXID26367,Electronics,"Rp 352.000,-",19-06-2025,Reguler,Ngutang,★★★★★
344,ID0775,29,Pria,SPXID05756,Sport,"Rp 280.000,-",28-06-2024,Next Day,Cash,★★★★★
345,ID0074,47,Wanita,SPXID27116,Sport,"Rp 182.000,-",22-02-2025,Hemat,Transfer,★★★
346,ID0905,37,Pria,SPXID10659,Fashion,"Rp 972.000,-",26-08-2024,Next Day,COD,★
347,ID0682,57,Pria,SPXID29378,Fashion,"Rp 512.000,-",05-10-2023,Next Day,Cash,★★★
348,ID0790,57,Wanita,SPXID02711,Fashion,"Rp 875.000,-",05-11-2025,Express,Cash,★★★★
349,ID0278,41,Pria,SPXID14850,Sport,"Rp 511.000,-",25-06-2023,Hemat,Cash,★★★★★
350,ID0334,44,Pria,SPXID03526,Sport,"Rp 157.000,-",07-06-2023,Express,Transfer,★★★★
351,ID0558,44,Pria,SPXID10169,Electronics,"Rp 505.000,-",15-05-2024,Reguler,COD,★★
352,ID0938,53,Pria,SPXID17213,Fashion,"Rp 230.000,-",28-04-2025,Next Day,COD,★★★★★
353,ID0966,28,Wanita,SPXID04593,Sport,"Rp 310.000,-",18-04-2023,Next Day,Ngutang,★★★★★
354,ID0350,27,Pria,SPXID49718,Sport,"Rp 122.000,-",14-09-2024,Express,Ngutang,★★★
355,ID0569,35,Pria,SPXID34234,Sport,"Rp 830.000,-",07-09-2025,Express,COD,★★★
356,ID0267,44,Pria,SPXID40927,Food,"Rp 351.000,-",04-06-2025,Next Day,Transfer,★★★
357,ID0103,25,Pria,SPXID27656,Electronics,"Rp 135.000,-",23-09-2025,Express,Ngutang,★★
358,ID0926,39,Wanita,SPXID12419,Food,"Rp 36.000,-",27-03-2025,Hemat,Ngutang,★★★★★
359,ID0791,18,Pria,SPXID05074,Sport,"Rp 114.000,-",07-01-2023,Next Day,Cash,★★
360,ID0205,37,Wanita,SPXID41980,Fashion,"Rp 405.000,-",09-07-2025,Express,Ngutang,★★★★
361,ID0718,32,Pria,SPXID40951,Electronics,"Rp 213.000,-",28-11-2024,Hemat,COD,★
362,ID0346,30,Wanita,SPXID17678,Sport,"Rp 81.000,-",11-05-2024,Hemat,Ngutang,★★★★
363,ID0681,60,Pria,SPXID41464,Home,"Rp 338.000,-",13-04-2023,Reguler,Cash,★★
364,ID0144,27,Pria,SPXID30067,Fashion,"Rp 142.000,-",12-11-2024,Next Day,Transfer,★★★★★
365,ID0543,37,Wanita,SPXID39696,Sport,"Rp 304.000,-",11-01-2025,Express,Transfer,★★★
366,ID0646,18,Wanita,SPXID08116,Sport,"Rp 595.000,-",14-04-2025,Reguler,COD,★
367,ID0946,45,Wanita,SPXID20562,Sport,"Rp 608.000,-",17-06-2023,Hemat,Ngutang,★
368,ID0262,52,Wanita,SPXID03462,Food,"Rp 301.000,-",01-02-2023,Reguler,Ngutang,★★★★★
369,ID0644,47,Pria,SPXID00046,Fashion,"Rp 579.000,-",30-08-2025,Express,Ngutang,★
370,ID0599,33,Pria,SPXID21164,Electronics,"Rp 807.000,-",23-08-2024,Next Day,Ngutang,★★★★★
371,ID0613,54,Pria,SPXID03616,Electronics,"Rp 937.000,-",08-06-2023,Reguler,Cash,★★★★
372,ID0159,26,Pria,SPXID09010,Food,"Rp 401.000,-",04-04-2025,Next Day,Cash,★
373,ID0424,31,Pria,SPXID34033,Fashion,"Rp 36.000,-",30-08-2025,Hemat,Transfer,★★★
374,ID0265,46,Pria,SPXID07301,Sport,"Rp 537.000,-",11-01-2025,Hemat,Cash,★
375,ID0489,27,Wanita,SPXID32955,Electronics,"Rp 734.000,-",24-01-2024,Next Day,Cash,★★★
376,ID0773,39,Pria,SPXID42497,Electronics,"Rp 896.000,-",08-08-2025,Express,Transfer,★
377,ID0329,48,Pria,SPXID32273,Food,"Rp 834.000,-",30-03-2023,Express,COD,★★★
378,ID0281,49,Pria,SPXID06720,Fashion,"Rp 293.000,-",14-04-2024,Hemat,COD,★★★★★
379,ID0581,49,Pria,SPXID48424,Sport,"Rp 756.000,-",16-11-2024,Hemat,Transfer,★★★★★
380,ID0994,47,Wanita,SPXID10999,Food,"Rp 583.000,-",25-09-2024,Reguler,Transfer,★★
381,ID0984,48,Wanita,SPXID50309,Electronics,"Rp 219.000,-",19-07-2023,Express,Transfer,★★
382,ID0491,26,Wanita,SPXID10513,Sport,"Rp 904.000,-",12-02-2024,Hemat,Transfer,★
383,ID0366,48,Pria,SPXID32821,Fashion,"Rp 192.000,-",18-05-2025,Express,Transfer,★
384,ID0693,52,Wanita,SPXID04517,Fashion,"Rp 351.000,-",23-08-2024,Hemat,Transfer,★★
385,ID0545,49,Pria,SPXID28405,Sport,"Rp 538.000,-",08-05-2025,Hemat,Transfer,★★★★
386,ID0439,28,Wanita,SPXID26024,Electronics,"Rp 804.000,-",13-07-2023,Reguler,COD,★★★
387,ID0774,47,Wanita,SPXID27902,Fashion,"Rp 760.000,-",22-10-2024,Hemat,Transfer,★★★★
388,ID0233,48,Pria,SPXID47334,Sport,"Rp 170.000,-",05-11-2024,Reguler,Cash,★
389,ID0140,37,Wanita,SPXID10654,Fashion,"Rp 559.000,-",27-08-2025,Next Day,Transfer,★★★★★
390,ID0093,32,Pria,SPXID05481,Electronics,"Rp 371.000,-",25-03-2025,Hemat,Ngutang,★★
391,ID0698,47,Pria,SPXID02115,Sport,"Rp 217.000,-",16-05-2023,Next Day,Transfer,★★
392,ID0563,51,Pria,SPXID17959,Sport,"Rp 262.000,-",13-09-2025,Express,Cash,★★★★★
393,ID0684,28,Wanita,SPXID41439,Sport,"Rp 676.000,-",23-11-2023,Next Day,Ngutang,★
394,ID0201,54,Wanita,SPXID19963,Electronics,"Rp 216.000,-",24-08-2025,Reguler,Cash,★
395,ID0591,57,Wanita,SPXID15121,Fashion,"Rp 479.000,-",13-01-2025,Express,Transfer,★★
396,ID0130,51,Wanita,SPXID15818,Fashion,"Rp 987.000,-",22-02-2025,Express,COD,★★★★
397,ID0491,31,Wanita,SPXID00275,Home,"Rp 153.000,-",01-06-2025,Express,Cash,★
398,ID0415,39,Wanita,SPXID48316,Fashion,"Rp 865.000,-",10-08-2025,Next Day,Cash,★★★★
399,ID0369,50,Pria,SPXID25307,Sport,"Rp 314.000,-",04-01-2025,Express,COD,★★★★★
400,ID0954,51,Pria,SPXID06449,Electronics,"Rp 50.000,-",19-07-2023,Next Day,Cash,★★★
401,ID0010,52,Pria,SPXID36664,Fashion,"Rp 50.000,-",25-01-2024,Hemat,Cash,★
402,ID0122,35,Pria,SPXID38785,Electronics,"Rp 709.000,-",02-10-2024,Express,Transfer,★★
403,ID0056,36,Pria,SPXID18287,Home,"Rp 901.000,-",22-03-2023,Express,Ngutang,★★★★★
404,ID0511,34,Pria,SPXID16906,Fashion,"Rp 351.000,-",12-11-2023,Hemat,Ngutang,★★★
405,ID0050,51,Pria,SPXID39646,Fashion,"Rp 542.000,-",08-07-2025,Next Day,Ngutang,★★
406,ID0018,58,Pria,SPXID42754,Fashion,"Rp 778.000,-",12-01-2025,Next Day,Ngutang,★★★★
407,ID0195,57,Pria,SPXID19854,Fashion,"Rp 516.000,-",16-01-2025,Next Day,Transfer,★
408,ID0946,34,Wanita,SPXID07025,Sport,"Rp 852.000,-",12-10-2024,Reguler,Ngutang,★★★★★
409,ID0729,49,Wanita,SPXID38190,Sport,"Rp 714.000,-",25-02-2024,Hemat,Cash,★★★★
410,ID0627,38,Wanita,SPXID38862,Fashion,"Rp 691.000,-",21-06-2025,Hemat,Cash,★
411,ID0504,50,Pria,SPXID14626,Home,"Rp 177.000,-",19-11-2025,Reguler,COD,★
412,ID0538,40,Pria,SPXID25790,Sport,"Rp 278.000,-",03-09-2025,Hemat,Transfer,★★
413,ID0257,51,Wanita,SPXID31090,Food,"Rp 724.000,-",11-04-2023,Next Day,Cash,★★★
414,ID0982,46,Wanita,SPXID48228,Food,"Rp 354.000,-",05-01-2024,Hemat,Cash,★★
415,ID0725,56,Pria,SPXID37144,Fashion,"Rp 67.000,-",20-03-2025,Hemat,COD,★
416,ID0884,34,Pria,SPXID25626,Food,"Rp 926.000,-",17-02-2023,Reguler,Transfer,★★★★
417,ID0899,27,Wanita,SPXID14282,Sport,"Rp 951.000,-",18-11-2024,Reguler,Ngutang,★★★★★
418,ID0156,23,Pria,SPXID06427,Food,"Rp 728.000,-",03-02-2023,Next Day,Ngutang,★★
419,ID0474,40,Pria,SPXID35991,Home,"Rp 32.000,-",07-01-2025,Hemat,Ngutang,★
420,ID0576,36,Wanita,SPXID37922,Electronics,"Rp 597.000,-",02-08-2024,Express,Cash,★★★
421,ID0179,36,Wanita,SPXID40130,Sport,"Rp 21.000,-",23-04-2025,Reguler,COD,★
422,ID0484,41,Pria,SPXID17534,Fashion,"Rp 12.000,-",20-02-2025,Reguler,COD,★★★★
423,ID0227,42,Wanita,SPXID16326,Sport,"Rp 912.000,-",26-02-2025,Express,COD,★★★★★
424,ID0287,52,Pria,SPXID27916,Food,"Rp 186.000,-",11-02-2023,Reguler,Cash,★★★★
425,ID0701,59,Pria,SPXID20831,Electronics,"Rp 172.000,-",03-07-2025,Next Day,Cash,★
426,ID0714,29,Wanita,SPXID47513,Electronics,"Rp 222.000,-",27-10-2024,Reguler,Ngutang,★
427,ID0182,55,Pria,SPXID18037,Electronics,"Rp 146.000,-",09-08-2023,Hemat,Cash,★★★★★
428,ID0792,18,Wanita,SPXID04677,Home,"Rp 178.000,-",22-04-2024,Express,COD,★★★
429,ID0862,56,Wanita,SPXID24804,Home,"Rp 621.000,-",17-08-2024,Hemat,Cash,★
430,ID0216,45,Wanita,SPXID10285,Food,"Rp 661.000,-",15-05-2025,Hemat,COD,★★
431,ID0507,29,Wanita,SPXID23672,Food,"Rp 979.000,-",17-06-2025,Express,COD,★★
432,ID0159,38,Pria,SPXID35206,Home,"Rp 892.000,-",15-01-2024,Hemat,Transfer,★★
433,ID0341,18,Pria,SPXID18272,Fashion,"Rp 257.000,-",03-03-2024,Reguler,Cash,★★★
434,ID0426,38,Wanita,SPXID00057,Electronics,"Rp 614.000,-",14-05-2023,Reguler,Transfer,★★★
435,ID0097,20,Wanita,SPXID39151,Fashion,"Rp 515.000,-",19-07-2025,Next Day,Transfer,★★★★★
436,ID0017,54,Wanita,SPXID04781,Food,"Rp 887.000,-",04-11-2025,Hemat,Ngutang,★★★
437,ID0248,58,Pria,SPXID45418,Fashion,"Rp 726.000,-",25-07-2025,Next Day,Ngutang,★★★
438,ID0453,48,Pria,SPXID01502,Electronics,"Rp 790.000,-",26-05-2025,Next Day,Transfer,★★★★★
439,ID0571,49,Pria,SPXID47281,Electronics,"Rp 808.000,-",14-05-2024,Next Day,Cash,★★★
440,ID0173,33,Wanita,SPXID34171,Food,"Rp 296.000,-",23-04-2024,Next Day,Ngutang,★
441,ID0248,40,Pria,SPXID02406,Home,"Rp 536.000,-",09-03-2023,Next Day,Transfer,★
442,ID0503,41,Pria,SPXID08497,Fashion,"Rp 390.000,-",09-02-2023,Next Day,COD,★★★★★
443,ID0264,51,Wanita,SPXID45957,Home,"Rp 945.000,-",17-06-2023,Next Day,COD,★
444,ID0146,22,Pria,SPXID28699,Fashion,"Rp 364.000,-",25-02-2023,Reguler,Ngutang,★★★
445,ID0806,24,Wanita,SPXID35974,Electronics,"Rp 334.000,-",20-04-2024,Express,Transfer,★★
446,ID0762,57,Wanita,SPXID31447,Home,"Rp 565.000,-",30-10-2025,Hemat,COD,★★★★★
447,ID0084,56,Pria,SPXID13109,Fashion,"Rp 841.000,-",21-08-2025,Next Day,Transfer,★★★★★
448,ID0624,34,Pria,SPXID41877,Fashion,"Rp 623.000,-",05-07-2025,Hemat,Cash,★★★★
449,ID0024,27,Pria,SPXID43926,Sport,"Rp 888.000,-",23-05-2024,Next Day,Cash,★★★★
450,ID0654,52,Pria,SPXID42784,Fashion,"Rp 85.000,-",04-06-2024,Express,COD,★★★★
451,ID0222,32,Pria,SPXID24901,Home,"Rp 77.000,-",19-11-2024,Next Day,Transfer,★★★★
452,ID0316,44,Pria,SPXID03326,Food,"Rp 341.000,-",14-09-2023,Express,COD,★★★★★
453,ID0028,53,Wanita,SPXID48271,Food,"Rp 35.000,-",03-03-2025,Reguler,Transfer,★
454,ID0266,49,Wanita,SPXID32461,Home,"Rp 724.000,-",03-05-2023,Express,Cash,★★
455,ID0297,40,Wanita,SPXID34025,Home,"Rp 944.000,-",27-07-2023,Reguler,Transfer,★★★★
456,ID0586,36,Wanita,SPXID02262,Sport,"Rp 864.000,-",14-05-2023,Reguler,Cash,★★★
457,ID0953,54,Wanita,SPXID38761,Electronics,"Rp 256.000,-",19-07-2023,Express,Ngutang,★★★★★
458,ID0197,24,Wanita,SPXID25838,Sport,"Rp 723.000,-",01-06-2023,Reguler,Cash,★★
459,ID0542,18,Pria,SPXID10958,Food,"Rp 805.000,-",29-08-2024,Reguler,Ngutang,★★★
460,ID0080,58,Pria,SPXID14536,Home,"Rp 940.000,-",19-04-2023,Express,COD,★★★★
461,ID0960,19,Wanita,SPXID07839,Home,"Rp 175.000,-",08-01-2023,Next Day,Ngutang,★★★★
462,ID0288,21,Pria,SPXID07451,Food,"Rp 578.000,-",23-01-2025,Next Day,Ngutang,★
463,ID0969,50,Wanita,SPXID26471,Food,"Rp 73.000,-",06-07-2024,Next Day,Transfer,★★★★
464,ID0419,25,Wanita,SPXID36415,Food,"Rp 606.000,-",09-10-2025,Express,COD,★★
465,ID0330,47,Wanita,SPXID11912,Fashion,"Rp 448.000,-",17-09-2023,Next Day,COD,★★
466,ID0641,52,Wanita,SPXID11497,Fashion,"Rp 182.000,-",11-01-2024,Hemat,Cash,★★
467,ID0358,50,Pria,SPXID06162,Electronics,"Rp 671.000,-",02-04-2025,Hemat,Cash,★★★★★
468,ID0780,22,Wanita,SPXID09581,Home,"Rp 606.000,-",09-07-2024,Express,Ngutang,★★
469,ID0564,24,Pria,SPXID06943,Food,"Rp 522.000,-",23-01-2025,Hemat,Transfer,★★★
470,ID0457,39,Pria,SPXID20338,Food,"Rp 368.000,-",19-08-2024,Next Day,COD,★★
471,ID0984,22,Wanita,SPXID22550,Sport,"Rp 855.000,-",13-07-2025,Hemat,COD,★★★
472,ID0359,52,Wanita,SPXID18326,Electronics,"Rp 195.000,-",17-03-2024,Express,Cash,★★★★
473,ID0704,24,Wanita,SPXID50411,Food,"Rp 150.000,-",27-03-2024,Reguler,Transfer,★
474,ID0808,48,Pria,SPXID46470,Electronics,"Rp 61.000,-",06-06-2023,Next Day,Cash,★★★★
475,ID0960,19,Pria,SPXID46080,Fashion,"Rp 464.000,-",12-05-2025,Express,COD,★★
476,ID0150,29,Wanita,SPXID48464,Sport,"Rp 867.000,-",19-03-2023,Hemat,COD,★★★★★
477,ID0719,43,Wanita,SPXID44083,Electronics,"Rp 495.000,-",27-05-2025,Express,COD,★★★★
478,ID0535,38,Pria,SPXID14690,Electronics,"Rp 47.000,-",07-07-2023,Hemat,Ngutang,★★★
479,ID0508,48,Wanita,SPXID23444,Sport,"Rp 662.000,-",20-01-2023,Express,Cash,★★★★★
480,ID0464,57,Pria,SPXID31892,Electronics,"Rp 134.000,-",04-04-2024,Reguler,Transfer,★★★
481,ID0387,58,Pria,SPXID35315,Electronics,"Rp 277.000,-",12-06-2024,Hemat,COD,★★★★
482,ID0056,21,Wanita,SPXID27756,Home,"Rp 819.000,-",23-02-2025,Express,Cash,★★★★
483,ID0077,46,Wanita,SPXID40661,Electronics,"Rp 221.000,-",03-08-2024,Hemat,Cash,★★★
484,ID0266,59,Pria,SPXID42743,Sport,"Rp 615.000,-",10-05-2025,Express,Ngutang,★★★★★
485,ID0287,29,Wanita,SPXID38382,Electronics,"Rp 526.000,-",01-10-2023,Express,COD,★★
486,ID0405,21,Wanita,SPXID50393,Sport,"Rp 730.000,-",24-04-2024,Next Day,Ngutang,★★★
487,ID0803,28,Pria,SPXID14515,Sport,"Rp 187.000,-",09-03-2024,Express,COD,★
488,ID0078,27,Wanita,SPXID20319,Electronics,"Rp 27.000,-",15-01-2024,Reguler,Transfer,★★★★★
489,ID0032,57,Pria,SPXID42118,Fashion,"Rp 394.000,-",30-04-2023,Next Day,Ngutang,★★★★★
490,ID0121,34,Wanita,SPXID33203,Fashion,"Rp 581.000,-",29-06-2024,Reguler,Cash,★★★
491,ID0873,60,Wanita,SPXID17591,Food,"Rp 526.000,-",21-02-2023,Next Day,Transfer,★★★
492,ID0464,32,Wanita,SPXID47544,Food,"Rp 104.000,-",28-05-2024,Reguler,Ngutang,★★★
493,ID0771,47,Pria,SPXID28093,Food,"Rp 107.000,-",18-10-2023,Reguler,Ngutang,★★★★
494,ID0530,57,Wanita,SPXID28317,Fashion,"Rp 362.000,-",08-09-2025,Express,COD,★★★★
495,ID0902,33,Pria,SPXID37930,Sport,"Rp 768.000,-",03-01-2024,Reguler,Transfer,★★
496,ID0269,47,Pria,SPXID10347,Sport,"Rp 769.000,-",02-07-2024,Next Day,Ngutang,★★★★
497,ID0747,55,Pria,SPXID17600,Fashion,"Rp 851.000,-",16-02-2023,Hemat,COD,★★★★★
498,ID0161,22,Pria,SPXID02181,Food,"Rp 559.000,-",15-05-2023,Reguler,Transfer,★★★★
499,ID0467,41,Wanita,SPXID34903,Home,"Rp 445.000,-",18-02-2023,Next Day,Transfer,★★★★
